"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","Index Keywords","Publisher","Document Type","Publication Stage","Source","EID"
"Nadel B.B.; Lopez D.; Montoya D.J.; Ma F.; Waddel H.; Khan M.M.; Mangul S.; Pellegrini M.","Nadel, Brian B (57202417634); Lopez, David (56357005300); Montoya, Dennis J (12794612800); Ma, Feiyang (57203034762); Waddel, Hannah (57219815864); Khan, Misha M (57219810627); Mangul, Serghei (36611937100); Pellegrini, Matteo (7103161935)","57202417634; 56357005300; 12794612800; 57203034762; 57219815864; 57219810627; 36611937100; 7103161935","The Gene Expression Deconvolution Interactive Tool (GEDIT): Accurate cell type quantification from gene expression data","2021","GigaScience","14","10.1093/gigascience/giab002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101427364&doi=10.1093%2fgigascience%2fgiab002&partnerID=40&md5=a06e02a417f318ba3002ffc64d560675","Background: The cell type composition of heterogeneous tissue samples can be a critical variable in both clinical and laboratory settings. However, current experimental methods of cell type quantification (e.g., cell flow cytometry) are costly, time consuming and have potential to introduce bias. Computational approaches that use expression data to infer cell type abundance offer an alternative solution. While these methods have gained popularity, most fail to produce accurate predictions for the full range of platforms currently used by researchers or for the wide variety of tissue types often studied. Results: We present the Gene Expression Deconvolution Interactive Tool (GEDIT), a flexible tool that utilizes gene expression data to accurately predict cell type abundances. Using both simulated and experimental data, we extensively evaluate the performance of GEDIT and demonstrate that it returns robust results under a wide variety of conditions. These conditions include multiple platforms (microarray and RNA-seq), tissue types (blood and stromal), and species (human and mouse). Finally, we provide reference data from 8 sources spanning a broad range of stromal and hematopoietic types in both human and mouse. GEDIT also accepts user-submitted reference data, thus allowing the estimation of any cell type or subtype, provided that reference data are available. Conclusions: GEDIT is a powerful method for evaluating the cell type composition of tissue samples and provides excellent accuracy and versatility compared to similar tools. The reference database provided here also allows users to obtain estimates for a wide variety of tissue samples without having to provide their own data.  © 2021 The Author(s). Published by Oxford University Press GigaScience.","Animals; Gene Expression; Gene Expression Profiling; Mice; animal cell; animal experiment; animal tissue; article; cell composition; deconvolution; DNA microarray; flow cytometry; gene expression; human; male; microarray analysis; mouse; nonhuman; prediction; protein expression; reference database; RNA sequencing; simulation; tissues; animal; gene expression; gene expression profiling","Oxford University Press","Article","Final","Scopus","2-s2.0-85101427364"
"Videm P.; Kumar A.; Zharkov O.; Grüning B.A.; Backofen R.","Videm, Pavankumar (56168707700); Kumar, Anup (57217489434); Zharkov, Oleg (57311298500); Grüning, Björn Andreas (37088461600); Backofen, Rolf (6604065270)","56168707700; 57217489434; 57311298500; 37088461600; 6604065270","ChiRA: An integrated framework for chimeric read analysis from RNA-RNA interactome and RNA structurome data","2021","GigaScience","3","10.1093/gigascience/giaa158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100535047&doi=10.1093%2fgigascience%2fgiaa158&partnerID=40&md5=f5b358a12e601626295556c8b54c7e97","Background: With the advances in next-generation sequencing technologies, it is possible to determine RNA-RNA interaction and RNA structure predictions on a genome-wide level. The reads from these experiments usually are chimeric, with each arm generated from one of the interaction partners. Owing to short read lengths, often these sequenced arms ambiguously map to multiple locations. Thus, inferring the origin of these can be quite complicated. Here we present ChiRA, a generic framework for sensitive annotation of these chimeric reads, which in turn can be used to predict the sequenced hybrids. Results: Grouping reference loci on the basis of aligned common reads and quantification improved the handling of the multi-mapped reads in contrast to common strategies such as the selection of the longest hit or a random choice among all hits. On benchmark data ChiRA improved the number of correct alignments to the reference up to 3-fold. It is shown that the genes that belong to the common read loci share the same protein families or similar pathways. In published data, ChiRA could detect 3 times more new interactions compared to existing approaches. In addition, ChiRAViz can be used to visualize and filter large chimeric datasets intuitively. Conclusion: ChiRA tool suite provides a complete analysis and visualization framework along with ready-to-use Galaxy workflows and tutorials for RNA-RNA interactome and structurome datasets. Common read loci built by ChiRA can rescue multi-mapped reads on paralogous genes without requiring any information on gene relations. We showed that ChiRA is sensitive in detecting new RNA-RNA interactions from published RNA-RNA interactome datasets.  © 2021 The Author(s) 2021. Published by Oxford University Press GigaScience.","Gene Expression Profiling; High-Throughput Nucleotide Sequencing; Humans; RNA; Sequence Analysis, RNA; Software; RNA; animal cell; Article; ChiRA; controlled study; data analysis; data base; DNA sequence; gene locus; genome; human; human cell; hybridization; information processing; interactions with RNA; mouse; nonhuman; RNA RNA interaction; RNA sequence; RNA structure; transcriptomics; gene expression profiling; genetics; high throughput sequencing; sequence analysis; software","Oxford University Press","Article","Final","Scopus","2-s2.0-85100535047"
"Lang D.; Zhang S.; Ren P.; Liang F.; Sun Z.; Meng G.; Tan Y.; Li X.; Lai Q.; Han L.; Wang D.; Hu F.; Wang W.; Liu S.","Lang, Dandan (57203547024); Zhang, Shilai (55270158700); Ren, Pingping (57221189394); Liang, Fan (57189849198); Sun, Zongyi (57221189573); Meng, Guanliang (56591554000); Tan, Yuntao (56888183500); Li, Xiaokang (57221190084); Lai, Qihua (57221190300); Han, Lingling (57221189441); Wang, Depeng (55203213400); Hu, Fengyi (7202526241); Wang, Wen (56125411100); Liu, Shanlin (57209076075)","57203547024; 55270158700; 57221189394; 57189849198; 57221189573; 56591554000; 56888183500; 57221190084; 57221190300; 57221189441; 55203213400; 7202526241; 56125411100; 57209076075","Comparison of the two up-to-date sequencing technologies for genome assembly: HiFi reads of Pacific Biosciences Sequel II system and ultralong reads of Oxford Nanopore","2021","GigaScience","45","10.1093/gigascience/giaa123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098476158&doi=10.1093%2fgigascience%2fgiaa123&partnerID=40&md5=0a3ec8034a2f1be39e2ff341742d4e66","Background The availability of reference genomes has revolutionized the study of biology. Multiple competing technologies have been developed to improve the quality and robustness of genome assemblies during the past decade. The 2 widely used long-read sequencing providers-Pacific Biosciences (PacBio) and Oxford Nanopore Technologies (ONT)-have recently updated their platforms: PacBio enables high-throughput HiFi reads with base-level resolution of >99%, and ONT generated reads as long as 2 Mb. We applied the 2 up-to-date platforms to a single rice individual and then compared the 2 assemblies to investigate the advantages and limitations of each. Results The results showed that ONT ultralong reads delivered higher contiguity, producing a total of 18 contigs of which 10 were assembled into a single chromosome compared to 394 contigs and 3 chromosome-level contigs for the PacBio assembly. The ONT ultralong reads also prevented assembly errors caused by long repetitive regions, for which we observed a total of 44 genes of false redundancies and 10 genes of false losses in the PacBio assembly, leading to over- or underestimation of the gene families in those long repetitive regions. We also noted that the PacBio HiFi reads generated assemblies with considerably fewer errors at the level of single nucleotides and small insertions and deletions than those of the ONT assembly, which generated an average 1.06 errors per kb and finally engendered 1,475 incorrect gene annotations via altered or truncated protein predictions. Conclusions It shows that both PacBio HiFi reads and ONT ultralong reads had their own merits. Further genome reference constructions could leverage both techniques to lessen the impact of assembly errors and subsequent annotation mistakes rooted in each.  © 2020 The Author(s).","Genome; High-Throughput Nucleotide Sequencing; Humans; Molecular Sequence Annotation; Nanopores; Sequence Analysis, DNA; Article; chromosome; contig mapping; gene sequence; genome; indel mutation; multigene family; nanopore sequencing; nonhuman; priority journal; rice; sequence analysis; DNA sequence; genome; high throughput sequencing; human; molecular genetics; nanopore","Oxford University Press","Article","Final","Scopus","2-s2.0-85098476158"
"Rokem A.; Kay K.","Rokem, Ariel (6507945628); Kay, Kendrick (22957898800)","6507945628; 22957898800","Fractional ridge regression: A fast, interpretable reparameterization of ridge regression","2021","GigaScience","8","10.1093/gigascience/giaa133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097004368&doi=10.1093%2fgigascience%2fgiaa133&partnerID=40&md5=976b376b4463848dd11ce5db90b613f6","Background: Ridge regression is a regularization technique that penalizes the L2-norm of the coefficients in linear regression. One of the challenges of using ridge regression is the need to set a hyperparameter (α) that controls the amount of regularization. Cross-validation is typically used to select the best α from a set of candidates. However, efficient and appropriate selection of α can be challenging. This becomes prohibitive when large amounts of data are analyzed. Because the selected α depends on the scale of the data and correlations across predictors, it is also not straightforwardly interpretable. Results: The present work addresses these challenges through a novel approach to ridge regression. We propose to reparameterize ridge regression in terms of the ratio γ between the L2-norms of the regularized and unregularized coefficients. We provide an algorithm that efficiently implements this approach, called fractional ridge regression, as well as open-source software implementations in Python and MATLAB (https://github.com/nrdg/fracridge). We show that the proposed method is fast and scalable for large-scale data problems. In brain imaging data, we demonstrate that this approach delivers results that are straightforward to interpret and compare across models and datasets. Conclusion: Fractional ridge regression has several benefits: the solutions obtained for different γ are guaranteed to vary, guarding against wasted calculations; and automatically span the relevant range of regularization, avoiding the need for arduous manual exploration. These properties make fractional ridge regression particularly suitable for analysis of large complex datasets.  © 2020 The Author(s).","Algorithms; Brain; Linear Models; Software; algorithm; article; brain; calculation; data analysis software; brain; software; statistical model","Oxford University Press","Article","Final","Scopus","2-s2.0-85097004368"
"Bergeron L.A.; Besenbacher S.; Bakker J.; Zheng J.; Li P.; Pacheco G.; Sinding M.-H.S.; Kamilari M.; Gilbert M.T.P.; Schierup M.H.; Zhang G.","Bergeron, Lucie A. (57221351003); Besenbacher, Søren (26661820400); Bakker, Jaco (50160991700); Zheng, Jiao (57216849468); Li, Panyi (57221354397); Pacheco, George (57132381700); Sinding, Mikkel-Holger S. (55336658000); Kamilari, Maria (29067898400); Gilbert, M. Thomas P. (57203214424); Schierup, Mikkel H. (6603704923); Zhang, Guojie (57205017478)","57221351003; 26661820400; 50160991700; 57216849468; 57221354397; 57132381700; 55336658000; 29067898400; 57203214424; 6603704923; 57205017478","The germline mutational process in rhesus macaque and its implications for phylogenetic dating","2021","GigaScience","7","10.1093/gigascience/giab029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105496460&doi=10.1093%2fgigascience%2fgiab029&partnerID=40&md5=e154d31697ad0373db0221f7b68a65fc","Background: Understanding the rate and pattern of germline mutations is of fundamental importance for understanding evolutionary processes. Results: Here we analyzed 19 parent-offspring trios of rhesus macaques (Macaca mulatta) at high sequencing coverage of ∼76× per individual and estimated a mean rate of 0.77 × 10-8 de novo mutations per site per generation (95% CI: 0.69 × 10-8 to 0.85 × 10-8). By phasing 50% of the mutations to parental origins, we found that the mutation rate is positively correlated with the paternal age. The paternal lineage contributed a mean of 81% of the de novo mutations, with a trend of an increasing male contribution for older fathers. Approximately 3.5% of de novo mutations were shared between siblings, with no parental bias, suggesting that they arose from early development (postzygotic) stages. Finally, the divergence times between closely related primates calculated on the basis of the yearly mutation rate of rhesus macaque generally reconcile with divergence estimated with molecular clock methods, except for the Cercopithecoidea/Hominoidea molecular divergence dated at 58 Mya using our new estimate of the yearly mutation rate. Conclusions: When compared to the traditional molecular clock methods, new estimated rates from pedigree samples can provide insights into the evolution of well-studied groups such as primates. © 2021 The Author(s). Published by Oxford University Press GigaScience.","Animals; Germ Cells; Germ-Line Mutation; Macaca mulatta; Male; Mutation Rate; Phylogeny; adult; animal cell; animal experiment; ape; article; controlled study; germ line; human; male; molecular clock; mutation rate; nonhuman; paternal age; pedigree; phylogeny; progeny; rhesus monkey; sibling; animal; genetics; germ cell; germline mutation; phylogeny; rhesus monkey","Oxford University Press","Article","Final","Scopus","2-s2.0-85105496460"
"Blamey B.; Toor S.; Dahlö M.; Wieslander H.; Harrison P.J.; Sintorn I.-M.; Sabirsh A.; Wählby C.; Spjuth O.; Hellander A.","Blamey, Ben (55821808100); Toor, Salman (36444375300); Dahlö, Martin (55260913900); Wieslander, Håkan (57201850456); Harrison, Philip J (57205156563); Sintorn, Ida-Maria (7801464619); Sabirsh, Alan (6506443756); Wählby, Carolina (6603157675); Spjuth, Ola (12808508000); Hellander, Andreas (22835081600)","55821808100; 36444375300; 55260913900; 57201850456; 57205156563; 7801464619; 6506443756; 6603157675; 12808508000; 22835081600","Rapid development of cloud-native intelligent data pipelines for scientific data streams using the HASTE Toolkit","2021","GigaScience","0","10.1093/gigascience/giab018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103229403&doi=10.1093%2fgigascience%2fgiab018&partnerID=40&md5=c3a93c9e02963e39b7654d615d255cc5","Background: Large streamed datasets, characteristic of life science applications, are often resource-intensive to process, transport and store. We propose a pipeline model, a design pattern for scientific pipelines, where an incoming stream of scientific data is organized into a tiered or ordered ""data hierarchy"". We introduce the HASTE Toolkit, a proof-of-concept cloud-native software toolkit based on this pipeline model, to partition and prioritize data streams to optimize use of limited computing resources. Findings: In our pipeline model, an ""interestingness function""assigns an interestingness score to data objects in the stream, inducing a data hierarchy. From this score, a ""policy""guides decisions on how to prioritize computational resource use for a given object. The HASTE Toolkit is a collection of tools to adopt this approach. We evaluate with 2 microscopy imaging case studies. The first is a high content screening experiment, where images are analyzed in an on-premise container cloud to prioritize storage and subsequent computation. The second considers edge processing of images for upload into the public cloud for real-time control of a transmission electron microscope. Conclusions: Through our evaluation, we created smart data pipelines capable of effective use of storage, compute, and network resources, enabling more efficient data-intensive experiments. We note a beneficial separation between scientific concerns of data priority, and the implementation of this behaviour for different resources in different deployment contexts. The toolkit allows intelligent prioritization to be 'bolted on' to new and existing systems - and is intended for use with a range of technologies in different deployment scenarios.  © 2021 The Author(s).","Biological Science Disciplines; Diagnostic Imaging; Software; Article; cloud computing; computer analysis; data analysis software; HASTE Toolkit; image analysis; information processing; microscopy; scientific literature; biomedicine; diagnostic imaging; software","Oxford University Press","Article","Final","Scopus","2-s2.0-85103229403"
"Raman A.T.","Raman, Ayush T (57207756374)","57207756374","A research parasite's perspective on establishing a baseline to avoid errors in secondary analyses","2021","GigaScience","1","10.1093/gigascience/giab015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102963831&doi=10.1093%2fgigascience%2fgiab015&partnerID=40&md5=2d553bb8e790ba85a2ec8331da381a51","To enhance reproducibility in scientific research, more and more datasets are becoming publicly available so that researchers can perform secondary analyses to investigate questions the original scientists had not posited. This increases the return on investment for the NIH and other funding bodies. These datasets, however, are not perfect, and a better understanding of the assumptions that shaped them is required. The 2020 Junior Research Parasite Award recognized our work that showed that the signal-to-noise ratio in a particular dataset had not been investigated, leading to an erroneous conclusion in the original research. In this commentary, I share the process that led to the identification of the problem and hopefully provide useful lessons for other research parasites.  © 2021 The Author(s).","Animals; Humans; Parasites; Reproducibility of Results; Research Personnel; article; awards and prizes; nonhuman; parasite; secondary analysis; signal noise ratio; animal; human; personnel; reproducibility","Oxford University Press","Article","Final","Scopus","2-s2.0-85102963831"
"Heyl F.; Backofen R.","Heyl, Florian (57219216561); Backofen, Rolf (6604065270)","57219216561; 6604065270","StoatyDive: Evaluation and classification of peak profiles for sequencing data","2021","GigaScience","0","10.1093/gigascience/giab045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108674613&doi=10.1093%2fgigascience%2fgiab045&partnerID=40&md5=ac9012ee387a0909f8cd58e782e2e75b","Background: The prediction of binding sites (peak-calling) is a common task in the data analysis of methods such as cross-linking immunoprecipitation in combination with high-throughput sequencing (CLIP-Seq). The predicted binding sites are often further analyzed to predict sequence motifs or structure patterns. When looking at a typical result of such high-throughput experiments, the obtained peak profiles differ largely on a genomic level. Thus, a tool is missing that evaluates and classifies the predicted peaks on the basis of their shapes. We hereby present StoatyDive, a tool that can be used to filter for specific peak profile shapes of sequencing data such as CLIP. Findings: With StoatyDive we are able to classify peak profile shapes from CLIP-seq data of the histone stem-loop-binding protein (SLBP). We compare the results to existing tools and show that StoatyDive finds more distinct peak shape clusters for CLIP data. Furthermore, we present StoatyDive's capabilities as a quality control tool and as a filter to pick different shapes based on biological or technical questions for other CLIP data from different RNA binding proteins with different biological functions and numbers of RNA recognition motifs. We finally show that proteins involved in splicing, such as RBM22 and U2AF1, have potentially sharper-shaped peaks than other RNA binding proteins. Conclusion: StoatyDive finally fills the demand for a peak shape clustering tool for CLIP-Seq data that fine-tunes downstream analysis steps such as structure or sequence motif predictions and that acts as a quality control.  © 2021 The Author(s).","Binding Sites; Chromatin Immunoprecipitation Sequencing; High-Throughput Nucleotide Sequencing; Immunoprecipitation; RNA; Sequence Analysis, RNA; messenger RNA; RNA binding protein; RNA; accuracy; Article; binding affinity; binding site; calculation; correlation coefficient; data analysis; data base; exon; high throughput sequencing; information processing; mathematical analysis; prediction; protein function; protein protein interaction; immunoprecipitation; sequence analysis","Oxford University Press","Article","Final","Scopus","2-s2.0-85108674613"
"Gaggion N.; Ariel F.; Daric V.; Lambert É.; Legendre S.; Roulé T.; Camoirano A.; Milone D.H.; Crespi M.; Blein T.; Ferrante E.","Gaggion, Nicolás (57221348451); Ariel, Federico (20733396900); Daric, Vladimir (18036628000); Lambert, Éric (57221341097); Legendre, Simon (57221352904); Roulé, Thomas (57217699648); Camoirano, Alejandra (57038566500); Milone, Diego H. (6505923044); Crespi, Martin (7102948671); Blein, Thomas (15750182800); Ferrante, Enzo (55892013900)","57221348451; 20733396900; 18036628000; 57221341097; 57221352904; 57217699648; 57038566500; 6505923044; 7102948671; 15750182800; 55892013900","ChronoRoot: High-throughput phenotyping by deep segmentation networks reveals novel temporal parameters of plant root system architecture","2021","GigaScience","12","10.1093/gigascience/giab052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111864744&doi=10.1093%2fgigascience%2fgiab052&partnerID=40&md5=46bbd13ea299a317941d1752daa03a79","Background: Deep learning methods have outperformed previous techniques in most computer vision tasks, including image-based plant phenotyping. However, massive data collection of root traits and the development of associated artificial intelligence approaches have been hampered by the inaccessibility of the rhizosphere. Here we present ChronoRoot, a system that combines 3D-printed open-hardware with deep segmentation networks for high temporal resolution phenotyping of plant roots in agarized medium. Results: We developed a novel deep learning-based root extraction method that leverages the latest advances in convolutional neural networks for image segmentation and incorporates temporal consistency into the root system architecture reconstruction process. Automatic extraction of phenotypic parameters from sequences of images allowed a comprehensive characterization of the root system growth dynamics. Furthermore, novel time-associated parameters emerged from the analysis of spectral features derived from temporal signals. Conclusions: Our work shows that the combination of machine intelligence methods and a 3D-printed device expands the possibilities of root high-throughput phenotyping for genetics and natural variation studies, as well as the screening of clock-related mutants, revealing novel root traits.  © 2021 The Author(s). Published by Oxford University Press GigaScience.","Artificial Intelligence; Neural Networks, Computer; Phenotype; Plant Roots; Plants; Arabidopsis thaliana; Article; artificial intelligence; convolutional neural network; deep learning; Fourier transform spectroscopy; genetics; growth rate; high throughput analysis; image analysis; image segmentation; nonhuman; phenomics; phenotype; plant growth; plant root; three dimensional printing; artificial intelligence; phenotype; plant; plant root","Oxford University Press","Article","Final","Scopus","2-s2.0-85111864744"
"Vieira D.M.; Fernandes C.; Lucena C.; Lifschitz S.","Vieira, DIogo Munaro (57224354824); Fernandes, Chrystinne (56937839300); Lucena, Carlos (26643099500); Lifschitz, Sérgio (6602718355)","57224354824; 56937839300; 26643099500; 6602718355","Driftage: A multi-agent system framework for concept drift detection","2021","GigaScience","6","10.1093/gigascience/giab030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107409976&doi=10.1093%2fgigascience%2fgiab030&partnerID=40&md5=b88716e92c96cb5d87189c9a593f9808","Background: The amount of data and behavior changes in society happens at a swift pace in this interconnected world. Consequently, machine learning algorithms lose accuracy because they do not know these new patterns. This change in the data pattern is known as concept drift. There exist many approaches for dealing with these drifts. Usually, these methods are costly to implement because they require (i) knowledge of drift detection algorithms, (ii) software engineering strategies, and (iii) continuous maintenance concerning new drifts. Results: This article proposes to create Driftage: a new framework using multi-agent systems to simplify the implementation of concept drift detectors considerably and divide concept drift detection responsibilities between agents, enhancing explainability of each part of drift detection. As a case study, we illustrate our strategy using a muscle activity monitor of electromyography. We show a reduction in the number of false-positive drifts detected, improving detection interpretability, and enabling concept drift detectors' interactivity with other knowledge bases. Conclusion: We conclude that using Driftage, arises a new paradigm to implement concept drift algorithms with multi-agent architecture that contributes to split drift detection responsability, algorithms interpretability and more dynamic algorithms adaptation. © 2021 The Author(s) 2021. Published by Oxford University Press GigaScience.","Algorithms; Machine Learning; Software; algorithm; Article; electromyography; false positive result; health care system; human; information processing; machine learning; muscle cell; muscle contraction; prediction; validation study; algorithm; software","Oxford University Press","Article","Final","Scopus","2-s2.0-85107409976"
"Cordes J.; Enzlein T.; Marsching C.; Hinze M.; Engelhardt S.; Hopf C.; Wolf I.","Cordes, Jonas (57191541460); Enzlein, Thomas (57190292426); Marsching, Christian (54380374500); Hinze, Marven (57226529262); Engelhardt, Sandy (56200795700); Hopf, Carsten (16309286400); Wolf, Ivo (7004536808)","57191541460; 57190292426; 54380374500; 57226529262; 56200795700; 16309286400; 7004536808","M2aia-Interactive, fast, and memory-efficient analysis of 2D and 3D multi-modal mass spectrometry imaging data","2021","GigaScience","4","10.1093/gigascience/giab049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111858942&doi=10.1093%2fgigascience%2fgiab049&partnerID=40&md5=757908c6bb16cad83108ddcb5b8ef3a5","Background: Mass spectrometry imaging (MSI) is a label-free analysis method for resolving bio-molecules or pharmaceuticals in the spatial domain. It offers unique perspectives for the examination of entire organs or other tissue specimens. Owing to increasing capabilities of modern MSI devices, the use of 3D and multi-modal MSI becomes feasible in routine applications-resulting in hundreds of gigabytes of data. To fully leverage such MSI acquisitions, interactive tools for 3D image reconstruction, visualization, and analysis are required, which preferably should be open-source to allow scientists to develop custom extensions. Findings: We introduce M2aia (MSI applications for interactive analysis in MITK), a software tool providing interactive and memory-efficient data access and signal processing of multiple large MSI datasets stored in imzML format. M2aia extends MITK, a popular open-source tool in medical image processing. Besides the steps of a typical signal processing workflow, M2aia offers fast visual interaction, image segmentation, deformable 3D image reconstruction, and multi-modal registration. A unique feature is that fused data with individual mass axes can be visualized in a shared coordinate system. We demonstrate features of M2aia by reanalyzing an N-glycan mouse kidney dataset and 3D reconstruction and multi-modal image registration of a lipid and peptide dataset of a mouse brain, which we make publicly available. Conclusions: To our knowledge, M2aia is the first extensible open-source application that enables a fast, user-friendly, and interactive exploration of large datasets. M2aia is applicable to a wide range of MSI analysis tasks.  © 2021 The Author(s). Published by Oxford University Press GigaScience.","Animals; Image Processing, Computer-Assisted; Imaging, Three-Dimensional; Mass Spectrometry; Mice; Software; Workflow; access to information; animal tissue; Article; diagnostic imaging; image analysis; image processing; image reconstruction; image segmentation; kidney; lipid analysis; mass spectrometry; mouse; multimodal imaging; neuroimaging; nonhuman; open source software; signal processing; three-dimensional imaging; two-dimensional imaging; workflow; animal; image processing; mass spectrometry; procedures; software","Oxford University Press","Article","Final","Scopus","2-s2.0-85111858942"
"Davies N.; Deck J.; Kansa E.C.; Kansa S.W.; Kunze J.; Meyer C.; Orrell T.; Ramdeen S.; Snyder R.; Vieglais D.; Walls R.L.; Lehnert K.","Davies, Neil (17134891800); Deck, John (55445217100); Kansa, Eric C. (24801999000); Kansa, Sarah Whitcher (35272151600); Kunze, John (7102129019); Meyer, Christopher (57209895011); Orrell, Thomas (6508329284); Ramdeen, Sarah (54407292400); Snyder, Rebecca (57223285879); Vieglais, Dave (6507582456); Walls, Ramona L. (8560968300); Lehnert, Kerstin (24171247000)","17134891800; 55445217100; 24801999000; 35272151600; 7102129019; 57209895011; 6508329284; 54407292400; 57223285879; 6507582456; 8560968300; 24171247000","Internet of Samples (iSamples): Toward an interdisciplinary cyberinfrastructure for material samples","2021","GigaScience","7","10.1093/gigascience/giab028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105427577&doi=10.1093%2fgigascience%2fgiab028&partnerID=40&md5=679ae7c8157c970ae99f05d70f42bf7f","Sampling the natural world and built environment underpins much of science, yet systems for managing material samples and associated (meta)data are fragmented across institutional catalogs, practices for identification, and discipline-specific (meta)data standards. The Internet of Samples (iSamples) is a standards-based collaboration to uniquely, consistently, and conveniently identify material samples, record core metadata about them, and link them to other samples, data, and research products. iSamples extends existing resources and best practices in data stewardship to render a cross-domain cyberinfrastructure that enables transdisciplinary research, discovery, and reuse of material samples in 21st century natural science. © 2021 The Author(s). Published by Oxford University Press GigaScience.","Internet; Metadata; archeology; built environment; interdisciplinary research; Internet; metadata; natural science; review; metadata","Oxford University Press","Review","Final","Scopus","2-s2.0-85105427577"
"Yang J.-L.; Feng D.-D.; Liu J.; Xu J.-K.; Chen K.; Li Y.-F.; Zhu Y.-T.; Liang X.; Lu Y.","Yang, Jin-Long (56899162300); Feng, Dan-Dan (57102490300); Liu, Jie (57223378126); Xu, Jia-Kang (57211123742); Chen, Ke (57204976288); Li, Yi-Feng (53980101000); Zhu, You-Ting (55795669400); Liang, Xiao (55626022800); Lu, Ying (57201860932)","56899162300; 57102490300; 57223378126; 57211123742; 57204976288; 53980101000; 55795669400; 55626022800; 57201860932","Chromosome-level genome assembly of the hard-shelled mussel Mytilus coruscus, a widely distributed species from the temperate areas of East Asia","2021","GigaScience","23","10.1093/gigascience/giab024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105760464&doi=10.1093%2fgigascience%2fgiab024&partnerID=40&md5=b5a317b892281e35706b4e2b2f0b2d8b","Background: The hard-shelled mussel (Mytilus coruscus) is widely distributed in the temperate seas of East Asia and is an important commercial bivalve in China. Chromosome-level genome information of this species will contribute not only to the development of hard-shelled mussel genetic breeding but also to studies on larval ecology, climate change biology, marine biology, aquaculture, biofouling, and antifouling. Findings: We applied a combination of Illumina sequencing, Oxford Nanopore Technologies sequencing, and high-throughput chromosome conformation capture technologies to construct a chromosome-level genome of the hard-shelled mussel, with a total length of 1.57 Gb and a median contig length of 1.49 Mb. Approximately 90.9% of the assemblies were anchored to 14 linkage groups. We assayed the genome completeness using BUSCO. In the metazoan dataset, the present assemblies have 89.4% complete, 1.9% incomplete, and 8.7% missing BUSCOs. Gene modeling enabled the annotation of 37,478 protein-coding genes and 26,917 non-coding RNA loci. Phylogenetic analysis showed that M. coruscus is the sister taxon to the clade including Modiolus philippinarum and Bathymodiolus platifrons. Conserved chromosome synteny was observed between hard-shelled mussel and king scallop, suggesting that this is shared ancestrally. Transcriptomic profiling indicated that the pathways of catecholamine biosynthesis and adrenergic signaling in cardiomyocytes might be involved in metamorphosis. Conclusions: The chromosome-level assembly of the hard-shelled mussel genome will provide novel insights into mussel genome evolution and serve as a fundamental platform for studies regarding the planktonic-sessile transition, genetic diversity, and genomic breeding of this bivalve. © The Author(s) 2021. Published by Oxford University Press GigaScience.","Animals; Chromosomes; Far East; Genome; Mytilus; Phylogeny; catecholamine; contig; epinephrine; genomic DNA; genomic RNA; untranslated RNA; animal; aquaculture; Article; Asia; Bathymodiolus; bivalve; cardiac muscle cell; chromosome analysis; cladistics; controlled study; evolution; genetic analysis; genetic variability; high throughput sequencing; illumina sequencing; metamorphosis; Mytilus; Mytilus coruscus; nanopore sequencing; nonhuman; phylogeny; plankton; protein synthesis; scallop; sessile species; signal transduction; species distribution; synteny; taxonomy; transcriptomics; wild species; chromosome; Far East; genetics; genome","Oxford University Press","Article","Final","Scopus","2-s2.0-85105760464"
