"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","Index Keywords","Publisher","Document Type","Publication Stage","Source","EID"
"Lenert L.A.; Taft T.","Lenert, Leslie A. (7006182095); Taft, Tersa (57189010612)","7006182095; 57189010612","Careful experiments advance the science of informatics","2015","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocu037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964695285&doi=10.1093%2fjamia%2focu037&partnerID=40&md5=789bffbe984f6f4e07048e892cff2264","[No abstract available]","Communication; Electronic Health Records; Humans; Internship and Residency; Physician-Patient Relations; doctor patient relation; electronic medical record; human; interpersonal communication; medical education","","Letter","Final","Scopus","2-s2.0-84964695285"
"Kerchberger V.E.; Peterson J.F.; Wei W.-Q.","Kerchberger, Vern Eric (56030747300); Peterson, Josh F. (7403425761); Wei, Wei-Qi (36816610000)","56030747300; 7403425761; 36816610000","Scanning the medical phenome to identify new diagnoses after recovery from COVID-19 in a US cohort","2023","Journal of the American Medical Informatics Association : JAMIA","1","10.1093/jamia/ocac159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141518454&doi=10.1093%2fjamia%2focac159&partnerID=40&md5=09c0cd53de259f5c11a1a779329d70e8","OBJECTIVE: COVID-19 survivors are at risk for long-term health effects, but assessing the sequelae of COVID-19 at large scales is challenging. High-throughput methods to efficiently identify new medical problems arising after acute medical events using the electronic health record (EHR) could improve surveillance for long-term consequences of acute medical problems like COVID-19. MATERIALS AND METHODS: We augmented an existing high-throughput phenotyping method (PheWAS) to identify new diagnoses occurring after an acute temporal event in the EHR. We then used the temporal-informed phenotypes to assess development of new medical problems among COVID-19 survivors enrolled in an EHR cohort of adults tested for COVID-19 at Vanderbilt University Medical Center. RESULTS: The study cohort included 186 105 adults tested for COVID-19 from March 5, 2020 to November 1, 2021; of which 30 088 (16.2%) tested positive. Median follow-up after testing was 412 days (IQR 274-528). Our temporal-informed phenotyping was able to distinguish phenotype chapters based on chronicity of their constituent diagnoses. PheWAS with temporal-informed phenotypes identified increased risk for 43 diagnoses among COVID-19 survivors during outpatient follow-up, including multiple new respiratory, cardiovascular, neurological, and pregnancy-related conditions. Findings were robust to sensitivity analyses, and several phenotypic associations were supported by changes in outpatient vital signs or laboratory tests from the pretesting to postrecovery period. CONCLUSION: Temporal-informed PheWAS identified new diagnoses affecting multiple organ systems among COVID-19 survivors. These findings can inform future efforts to enable longitudinal health surveillance for survivors of COVID-19 and other acute medical conditions using the EHR. © The Author(s) 2022. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","COVID-19; Electronic Health Records; Humans; Phenotype; electronic health record; human; phenotype","NLM (Medline)","Article","Final","Scopus","2-s2.0-85141518454"
"Wagholikar K.B.; Mandel J.C.; Klann J.G.; Wattanasin N.; Mendis M.; Chute C.G.; Mandl K.D.; Murphy S.N.","Wagholikar, Kavishwar B. (35786418500); Mandel, Joshua C. (55340002200); Klann, Jeffery G. (25929304800); Wattanasin, Nich (25646907100); Mendis, Michael (22035413400); Chute, Christopher G. (7006581202); Mandl, Kenneth D. (7003721828); Murphy, Shawn N. (7402778470)","35786418500; 55340002200; 25929304800; 25646907100; 22035413400; 7006581202; 7003721828; 7402778470","SMART-on-FHIR implemented over i2b2","2017","Journal of the American Medical Informatics Association : JAMIA","23","10.1093/jamia/ocw079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027417363&doi=10.1093%2fjamia%2focw079&partnerID=40&md5=edded6fd6453aae0ccc4dcb38d6fbc06","We have developed an interface to serve patient data from Informatics for Integrating Biology and the Bedside (i2b2) repositories in the Fast Healthcare Interoperability Resources (FHIR) format, referred to as a SMART-on-FHIR cell. The cell serves FHIR resources on a per-patient basis, and supports the ""substitutable"" modular third-party applications (SMART) OAuth2 specification for authorization of client applications. It is implemented as an i2b2 server plug-in, consisting of 6 modules: authentication, REST, i2b2-to-FHIR converter, resource enrichment, query engine, and cache. The source code is freely available as open source. We tested the cell by accessing resources from a test i2b2 installation, demonstrating that a SMART app can be launched from the cell that accesses patient data stored in i2b2. We successfully retrieved demographics, medications, labs, and diagnoses for test patients. The SMART-on-FHIR cell will enable i2b2 sites to provide simplified but secure data access in FHIR format, and will spur innovation and interoperability. Further, it transforms i2b2 into an apps platform. © The Author 2016. Published by Oxford University Press on behalf of the American Medical Informatics Association.","Biomedical Research; Database Management Systems; Electronic Health Records; Health Information Exchange; Health Information Interoperability; Health Level Seven; Humans; Software; User-Computer Interface; computer interface; data interoperability; database management system; electronic health record; health level 7; human; medical information system; medical research; organization and management; software","","Article","Final","Scopus","2-s2.0-85027417363"
"Ohno-Machado L.","Ohno-Machado, Lucila (7005192335)","7005192335","Data-driven informatics tools targeting patients and providers","2016","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocw149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051960029&doi=10.1093%2fjamia%2focw149&partnerID=40&md5=cd0cc5fb51cb0ae00407cb084d103362","[No abstract available]","Electronic Health Records; Health Personnel; Humans; Medical Informatics; Patients; electronic health record; health care personnel; human; medical informatics; patient","","Editorial","Final","Scopus","2-s2.0-85051960029"
"White N.M.; Carter H.E.; Kularatna S.; Borg D.N.; Brain D.C.; Tariq A.; Abell B.; Blythe R.; McPhail S.M.","White, Nicole M. (55441104800); Carter, Hannah E. (55851942479); Kularatna, Sanjeewa (51665348300); Borg, David N. (58265502300); Brain, David C. (56274225200); Tariq, Amina (57193781022); Abell, Bridget (56730599500); Blythe, Robin (57202425259); McPhail, Steven M. (35234404800)","55441104800; 55851942479; 51665348300; 58265502300; 56274225200; 57193781022; 56730599500; 57202425259; 35234404800","Evaluating the costs and consequences of computerized clinical decision support systems in hospitals: a scoping review and recommendations for future practice","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocad040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159757795&doi=10.1093%2fjamia%2focad040&partnerID=40&md5=97e9953aef607226be0e459572655e0b","OBJECTIVE: Sustainable investment in computerized decision support systems (CDSS) requires robust evaluation of their economic impacts compared with current clinical workflows. We reviewed current approaches used to evaluate the costs and consequences of CDSS in hospital settings and presented recommendations to improve the generalizability of future evaluations. MATERIALS AND METHODS: A scoping review of peer-reviewed research articles published since 2010. Searches were completed in the PubMed, Ovid Medline, Embase, and Scopus databases (last searched February 14, 2023). All studies reported the costs and consequences of a CDSS-based intervention compared with current hospital workflows. Findings were summarized using narrative synthesis. Individual studies were further appraised against the Consolidated Health Economic Evaluation and Reporting (CHEERS) 2022 checklist. RESULTS: Twenty-nine studies published since 2010 were included. Studies evaluated CDSS for adverse event surveillance (5 studies), antimicrobial stewardship (4 studies), blood product management (8 studies), laboratory testing (7 studies), and medication safety (5 studies). All studies evaluated costs from a hospital perspective but varied based on the valuation of resources affected by CDSS implementation, and the measurement of consequences. We recommend future studies follow guidance from the CHEERS checklist; use study designs that adjust for confounders; consider both the costs of CDSS implementation and adherence; evaluate consequences that are directly or indirectly affected by CDSS-initiated behavior change; examine the impacts of uncertainty and differences in outcomes across patient subgroups. DISCUSSION AND CONCLUSION: Improving consistency in the conduct and reporting of evaluations will enable detailed comparisons between promising initiatives, and their subsequent uptake by decision-makers. © The Author(s) 2023. Published by Oxford University Press on behalf of the American Medical Informatics Association.","Cost-Benefit Analysis; Decision Support Systems, Clinical; Hospitals; Humans; clinical decision support system; cost benefit analysis; hospital; human","NLM (Medline)","Review","Final","Scopus","2-s2.0-85159757795"
"","","","Corrigendum to: Evaluating the reliability, validity, acceptability, and practicality of SMS text messaging as a tool to collect research data: results from the Feeding Your Baby project","2018","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocx112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071521763&doi=10.1093%2fjamia%2focx112&partnerID=40&md5=ec9d28cfd976d5df017f7e0a39f07c00","[No abstract available]","erratum","NLM (Medline)","Erratum","Final","Scopus","2-s2.0-85071521763"
"Li Y.; Wehbe R.M.; Ahmad F.S.; Wang H.; Luo Y.","Li, Yikuan (57207473005); Wehbe, Ramsey M. (57190756329); Ahmad, Faraz S. (54392524600); Wang, Hanyin (57221609665); Luo, Yuan (55712619800)","57207473005; 57190756329; 54392524600; 57221609665; 55712619800","A comparative study of pretrained language models for long clinical text","2023","Journal of the American Medical Informatics Association : JAMIA","2","10.1093/jamia/ocac225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144762262&doi=10.1093%2fjamia%2focac225&partnerID=40&md5=99f2b6fb099d41deb477b28d4faf3c9d","OBJECTIVE: Clinical knowledge-enriched transformer models (eg, ClinicalBERT) have state-of-the-art results on clinical natural language processing (NLP) tasks. One of the core limitations of these transformer models is the substantial memory consumption due to their full self-attention mechanism, which leads to the performance degradation in long clinical texts. To overcome this, we propose to leverage long-sequence transformer models (eg, Longformer and BigBird), which extend the maximum input sequence length from 512 to 4096, to enhance the ability to model long-term dependencies in long clinical texts. MATERIALS AND METHODS: Inspired by the success of long-sequence transformer models and the fact that clinical notes are mostly long, we introduce 2 domain-enriched language models, Clinical-Longformer and Clinical-BigBird, which are pretrained on a large-scale clinical corpus. We evaluate both language models using 10 baseline tasks including named entity recognition, question answering, natural language inference, and document classification tasks. RESULTS: The results demonstrate that Clinical-Longformer and Clinical-BigBird consistently and significantly outperform ClinicalBERT and other short-sequence transformers in all 10 downstream tasks and achieve new state-of-the-art results. DISCUSSION: Our pretrained language models provide the bedrock for clinical NLP using long texts. We have made our source code available at https://github.com/luoyuanlab/Clinical-Longformer, and the pretrained models available for public download at: https://huggingface.co/yikuan8/Clinical-Longformer. CONCLUSION: This study demonstrates that clinical knowledge-enriched long-sequence transformers are able to learn long-term dependencies in long clinical text. Our methods can also inspire the development of other domain-enriched long-sequence transformers. © The Author(s) 2022. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Language; Learning; Natural Language Processing; language; learning; natural language processing","NLM (Medline)","Article","Final","Scopus","2-s2.0-85144762262"
"Murphree D.H.; Wilson P.M.; Asai S.W.; Quest D.J.; Lin Y.; Mukherjee P.; Chhugani N.; Strand J.J.; Demuth G.; Mead D.; Wright B.; Harrison A.; Soleimani J.; Herasevich V.; Pickering B.W.; Storlie C.B.","Murphree, Dennis H. (56974065200); Wilson, Patrick M. (56525880600); Asai, Shusaku W. (57225365917); Quest, Daniel J. (9233267500); Lin, Yaxiong (57189224830); Mukherjee, Piyush (57224796861); Chhugani, Nirmal (57224798275); Strand, Jacob J. (35609139400); Demuth, Gabriel (57203146028); Mead, David (57224795561); Wright, Brian (57225711299); Harrison, Andrew (55172850500); Soleimani, Jalal (57211915127); Herasevich, Vitaly (25645793700); Pickering, Brian W. (35389408200); Storlie, Curtis B. (14032320000)","56974065200; 56525880600; 57225365917; 9233267500; 57189224830; 57224796861; 57224798275; 35609139400; 57203146028; 57224795561; 57225711299; 55172850500; 57211915127; 25645793700; 35389408200; 14032320000","Improving the delivery of palliative care through predictive modeling and healthcare informatics","2021","Journal of the American Medical Informatics Association : JAMIA","10","10.1093/jamia/ocaa211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108303306&doi=10.1093%2fjamia%2focaa211&partnerID=40&md5=ea5b02d8470a0fd7c6d475acd310d39a","OBJECTIVE: Access to palliative care (PC) is important for many patients with uncontrolled symptom burden from serious or complex illness. However, many patients who could benefit from PC do not receive it early enough or at all. We sought to address this problem by building a predictive model into a comprehensive clinical framework with the aims to (i) identify in-hospital patients likely to benefit from a PC consult, and (ii) intervene on such patients by contacting their care team. MATERIALS AND METHODS: Electronic health record data for 68 349 inpatient encounters in 2017 at a large hospital were used to train a model to predict the need for PC consult. This model was published as a web service, connected to institutional data pipelines, and consumed by a downstream display application monitored by the PC team. For those patients that the PC team deems appropriate, a team member then contacts the patient's corresponding care team. RESULTS: Training performance AUC based on a 20% holdout validation set was 0.90. The most influential variables were previous palliative care, hospital unit, Albumin, Troponin, and metastatic cancer. The model has been successfully integrated into the clinical workflow making real-time predictions on hundreds of patients per day. The model had an ""in-production"" AUC of 0.91. A clinical trial is currently underway to assess the effect on clinical outcomes. CONCLUSIONS: A machine learning model can effectively predict the need for an inpatient PC consult and has been successfully integrated into practice to refer new patients to PC. © The Author(s) 2021. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Aged; Area Under Curve; Decision Support Systems, Clinical; Delivery of Health Care; Electronic Health Records; Female; Humans; Machine Learning; Male; Medical Informatics; Middle Aged; Palliative Care; Quality Improvement; ROC Curve; aged; area under the curve; clinical decision support system; electronic health record; female; health care delivery; human; machine learning; male; medical informatics; middle aged; palliative therapy; receiver operating characteristic; total quality management","NLM (Medline)","Article","Final","Scopus","2-s2.0-85108303306"
"","","","The 2019 Fellow Cohort of the American College of Medical Informatics","2020","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocz227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082012475&doi=10.1093%2fjamia%2focz227&partnerID=40&md5=364a4590738fa84079cab64be31378db","[No abstract available]","","NLM (Medline)","Article","Final","Scopus","2-s2.0-85082012475"
"Marceglia S.; Fontelo P.; Ackerman M.J.","Marceglia, Sara (22035883100); Fontelo, Paul (8398509400); Ackerman, Michael J. (7102657859)","22035883100; 8398509400; 7102657859","Transforming consumer health informatics: connecting CHI applications to the health-IT ecosystem","2015","Journal of the American Medical Informatics Association : JAMIA","11","10.1093/jamia/ocu030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937207309&doi=10.1093%2fjamia%2focu030&partnerID=40&md5=5acd038dc189bb4b60a6133aab3ec516","[No abstract available]","Chronic Disease; Consumer Health Information; Human Engineering; Humans; Self Care; Software; bioengineering; chronic disease; computer program; consumer health information; human; self care","","Letter","Final","Scopus","2-s2.0-84937207309"
"","","","Erratum: Understanding enterprise data warehouses to support clinical and translational research: enterprise information technology relationships, data governance, workforce, and cloud computing (Journal of the American Medical Informatics Association : JAMIA (2022) 29 4 (671-676))","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocac206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146484872&doi=10.1093%2fjamia%2focac206&partnerID=40&md5=e9e190018d0d01d9526e1b556c399d12","[No abstract available]","erratum","NLM (Medline)","Erratum","Final","Scopus","2-s2.0-85146484872"
"Leviatan I.; Oberman B.; Zimlichman E.; Stein G.Y.","Leviatan, Ilona (57224795403); Oberman, Bernice (12774465700); Zimlichman, Eyal (6603579608); Stein, Gideon Y. (55251143800)","57224795403; 12774465700; 6603579608; 55251143800","Associations of physicians' prescribing experience, work hours, and workload with prescription errors","2021","Journal of the American Medical Informatics Association : JAMIA","8","10.1093/jamia/ocaa219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108302850&doi=10.1093%2fjamia%2focaa219&partnerID=40&md5=2ab4f23ed0b0110473d8ebe48754b726","OBJECTIVE: We aimed to assess associations of physician's work overload, successive work shifts, and work experience with physicians' risk to err. MATERIALS AND METHODS: This large-scale study included physicians who prescribed at least 100 systemic medications at Sheba Medical Center during 2012-2017 in all acute care departments, excluding intensive care units. Presumed medication errors were flagged by a high-accuracy computerized decision support system that uses machine-learning algorithms to detect potential medication prescription errors. Physicians' successive work shifts (first or only shift, second, and third shifts), workload (assessed by the number of prescriptions during a shift) and work-experience, as well as a novel measurement of physicians' prescribing experience with a specific drug, were assessed per prescription. The risk to err was determined for various work conditions. RESULTS: 1 652 896 medical orders were prescribed by 1066 physicians; The system flagged 3738 (0.23%) prescriptions as erroneous. Physicians were 8.2 times more likely to err during high than normal-low workload shifts (5.19% vs 0.63%, P < .0001). Physicians on their third or second successive shift (compared to a first or single shift) were more likely to err (2.1%, 1.8%, and 0.88%, respectively, P < .001). Lack of experience in prescribing a specific medication was associated with higher error rate (0.37% for the first 5 prescriptions vs 0.13% after over 40, P < .001). DISCUSSION: Longer hours and less experience in prescribing a specific medication increase risk of erroneous prescribing. CONCLUSION: Restricting successive shifts, reducing workload, increasing training and supervision, and implementing smart clinical decision support systems may help reduce prescription errors. © The Author(s) 2020. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Academic Medical Centers; Clinical Competence; Datasets as Topic; Fatigue; Humans; Israel; Medical Staff, Hospital; Medication Errors; Practice Patterns, Physicians'; Workload; clinical competence; clinical practice; fatigue; human; information processing; Israel; medical staff; medication error; university hospital; workload","NLM (Medline)","Article","Final","Scopus","2-s2.0-85108302850"
"Bhavani S.V.; Xiong L.; Pius A.; Semler M.; Qian E.T.; Verhoef P.A.; Robichaux C.; Coopersmith C.M.; Churpek M.M.","Bhavani, Sivasubramanium V. (57202904580); Xiong, Li (58265519600); Pius, Abish (58265519700); Semler, Matthew (36612166200); Qian, Edward T. (57787198700); Verhoef, Philip A. (35224114800); Robichaux, Chad (55552994300); Coopersmith, Craig M. (7004094284); Churpek, Matthew M. (36705790600)","57202904580; 58265519600; 58265519700; 36612166200; 57787198700; 35224114800; 55552994300; 7004094284; 36705790600","Comparison of time series clustering methods for identifying novel subphenotypes of patients with infection","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocad063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159761476&doi=10.1093%2fjamia%2focad063&partnerID=40&md5=5d4a03331bfd8b89b9fd3cdfbe1cc5d3","OBJECTIVE: Severe infection can lead to organ dysfunction and sepsis. Identifying subphenotypes of infected patients is essential for personalized management. It is unknown how different time series clustering algorithms compare in identifying these subphenotypes. MATERIALS AND METHODS: Patients with suspected infection admitted between 2014 and 2019 to 4 hospitals in Emory healthcare were included, split into separate training and validation cohorts. Dynamic time warping (DTW) was applied to vital signs from the first 8 h of hospitalization, and hierarchical clustering (DTW-HC) and partition around medoids (DTW-PAM) were used to cluster patients into subphenotypes. DTW-HC, DTW-PAM, and a previously published group-based trajectory model (GBTM) were evaluated for agreement in subphenotype clusters, trajectory patterns, and subphenotype associations with clinical outcomes and treatment responses. RESULTS: There were 12 473 patients in training and 8256 patients in validation cohorts. DTW-HC, DTW-PAM, and GBTM models resulted in 4 consistent vitals trajectory patterns with significant agreement in clustering (71-80% agreement, P < .001): group A was hyperthermic, tachycardic, tachypneic, and hypotensive. Group B was hyperthermic, tachycardic, tachypneic, and hypertensive. Groups C and D had lower temperatures, heart rates, and respiratory rates, with group C normotensive and group D hypotensive. Group A had higher odds ratio of 30-day inpatient mortality (P < .01) and group D had significant mortality benefit from balanced crystalloids compared to saline (P < .01) in all 3 models. DISCUSSION: DTW- and GBTM-based clustering algorithms applied to vital signs in infected patients identified consistent subphenotypes with distinct clinical outcomes and treatment responses. CONCLUSION: Time series clustering with distinct computational approaches demonstrate similar performance and significant agreement in the resulting subphenotypes. © The Author(s) 2023. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Algorithms; Cluster Analysis; Fever; Humans; Patients; Time Factors; algorithm; cluster analysis; fever; human; patient; time factor","NLM (Medline)","Article","Final","Scopus","2-s2.0-85159761476"
"Ta C.N.; Zucker J.E.; Chiu P.-H.; Fang Y.; Natarajan K.; Weng C.","Ta, Casey N. (57204783049); Zucker, Jason E. (57529188300); Chiu, Po-Hsiang (58070275400); Fang, Yilu (57224206499); Natarajan, Karthik (55014092900); Weng, Chunhua (58070275500)","57204783049; 57529188300; 58070275400; 57224206499; 55014092900; 58070275500","Clinical and temporal characterization of COVID-19 subgroups using patient vector embeddings of electronic health records","2023","Journal of the American Medical Informatics Association : JAMIA","0","10.1093/jamia/ocac208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146484472&doi=10.1093%2fjamia%2focac208&partnerID=40&md5=177a40d3fe69d0397786d9f5cca30828","OBJECTIVE: To identify and characterize clinical subgroups of hospitalized Coronavirus Disease 2019 (COVID-19) patients. MATERIALS AND METHODS: Electronic health records of hospitalized COVID-19 patients at NewYork-Presbyterian/Columbia University Irving Medical Center were temporally sequenced and transformed into patient vector representations using Paragraph Vector models. K-means clustering was performed to identify subgroups. RESULTS: A diverse cohort of 11 313 patients with COVID-19 and hospitalizations between March 2, 2020 and December 1, 2021 were identified; median [IQR] age: 61.2 [40.3-74.3]; 51.5% female. Twenty subgroups of hospitalized COVID-19 patients, labeled by increasing severity, were characterized by their demographics, conditions, outcomes, and severity (mild-moderate/severe/critical). Subgroup temporal patterns were characterized by the durations in each subgroup, transitions between subgroups, and the complete paths throughout the course of hospitalization. DISCUSSION: Several subgroups had mild-moderate severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections but were hospitalized for underlying conditions (pregnancy, cardiovascular disease [CVD], etc.). Subgroup 7 included solid organ transplant recipients who mostly developed mild-moderate or severe disease. Subgroup 9 had a history of type-2 diabetes, kidney and CVD, and suffered the highest rates of heart failure (45.2%) and end-stage renal disease (80.6%). Subgroup 13 was the oldest (median: 82.7 years) and had mixed severity but high mortality (33.3%). Subgroup 17 had critical disease and the highest mortality (64.6%), with age (median: 68.1 years) being the only notable risk factor. Subgroups 18-20 had critical disease with high complication rates and long hospitalizations (median: 40+ days). All subgroups are detailed in the full text. A chord diagram depicts the most common transitions, and paths with the highest prevalence, longest hospitalizations, lowest and highest mortalities are presented. Understanding these subgroups and their pathways may aid clinicians in their decisions for better management and earlier intervention for patients. © The Author(s) 2022. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Aged; Cardiovascular Diseases; COVID-19; Electronic Health Records; Female; Hospitalization; Humans; Male; Middle Aged; SARS-CoV-2; aged; cardiovascular disease; electronic health record; female; hospitalization; human; male; middle aged","NLM (Medline)","Article","Final","Scopus","2-s2.0-85146484472"
"Kim C.; You S.C.; Reps J.M.; Cheong J.Y.; Park R.W.","Kim, Chungsoo (57219296911); You, Seng Chan (57200255244); Reps, Jenna M. (43061445600); Cheong, Jae Youn (7004933299); Park, Rae Woong (9249349100)","57219296911; 57200255244; 43061445600; 7004933299; 9249349100","Machine-learning model to predict the cause of death using a stacking ensemble method for observational data","2021","Journal of the American Medical Informatics Association : JAMIA","13","10.1093/jamia/ocaa277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108303068&doi=10.1093%2fjamia%2focaa277&partnerID=40&md5=b627928f34fbdac5d71964ee0f86ad01","OBJECTIVE: Cause of death is used as an important outcome of clinical research; however, access to cause-of-death data is limited. This study aimed to develop and validate a machine-learning model that predicts the cause of death from the patient's last medical checkup. MATERIALS AND METHODS: To classify the mortality status and each individual cause of death, we used a stacking ensemble method. The prediction outcomes were all-cause mortality, 8 leading causes of death in South Korea, and other causes. The clinical data of study populations were extracted from the national claims (n = 174 747) and electronic health records (n = 729 065) and were used for model development and external validation. Moreover, we imputed the cause of death from the data of 3 US claims databases (n = 994 518, 995 372, and 407 604, respectively). All databases were formatted to the Observational Medical Outcomes Partnership Common Data Model. RESULTS: The generalized area under the receiver operating characteristic curve (AUROC) of the model predicting the cause of death within 60 days was 0.9511. Moreover, the AUROC of the external validation was 0.8887. Among the causes of death imputed in the Medicare Supplemental database, 11.32% of deaths were due to malignant neoplastic disease. DISCUSSION: This study showed the potential of machine-learning models as a new alternative to address the lack of access to cause-of-death data. All processes were disclosed to maintain transparency, and the model was easily applicable to other institutions. CONCLUSION: A machine-learning model with competent performance was developed to predict cause of death. © The Author(s) 2020. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Area Under Curve; Cause of Death; Databases, Factual; Decision Support Systems, Clinical; Humans; Machine Learning; Medical Records Systems, Computerized; Models, Statistical; Observation; Prognosis; Republic of Korea; ROC Curve; United States; area under the curve; cause of death; clinical decision support system; electronic medical record system; epidemiology; factual database; human; machine learning; observation; prognosis; receiver operating characteristic; South Korea; statistical model; United States","NLM (Medline)","Article","Final","Scopus","2-s2.0-85108303068"
"Liaw S.-T.; Godinho M.A.","Liaw, Siaw-Teng (57222409062); Godinho, Myron Anthony (57188631069)","57222409062; 57188631069","Digital health and capability maturity models-a critical thematic review and conceptual synthesis of the literature","2023","Journal of the American Medical Informatics Association : JAMIA","1","10.1093/jamia/ocac228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146484272&doi=10.1093%2fjamia%2focac228&partnerID=40&md5=8b85ea65b15c0ccee86d657d22692824","OBJECTIVE: A literature review of capability maturity models (MMs) to inform the conceptualization, development, implementation, evaluation, and mainstreaming of MMs in digital health (DH). METHODS: Electronic databases were searched using ""digital health,"" ""maturity models,"" and related terms based on the Digital Health Profile and Maturity Assessment Toolkit Maturity Model (DHPMAT-MM). Covidence was used to screen, identify, capture, and achieve consensus on data extracted by the authors. Descriptive statistics were generated. A thematic analysis and conceptual synthesis were conducted. FINDINGS: Diverse domain-specific MMs and model development, implementation, and evaluation methods were found. The spread and pattern of different MMs verified the essential DH foundations and five maturity stages of the DHPMAT-MM. An unanticipated finding was the existence of a new category of community-facing MMs. Common characteristics included:1. A dynamic lifecycle approach to digital capability maturity, which is:a. responsive to environmental changes and may improve or worsen over time;b. accumulative, incorporating the attributes of the preceding stage; andc. sequential, where no maturity stage must be skipped.2. Sociotechnical quality improvement of the DH ecosystem and MM, which includes:a. investing in the organization's human, hardware, and software resources andb. a need to engage and improve the DH competencies of citizens. CONCLUSIONS: The diversity in MMs and variability in methods and content can create cognitive dissonance. A metamodel like the DHPMAT-MM can logically unify the many domain-specific MMs and guide the overall implementation and evaluation of DH ecosystems and MMs over the maturity lifecycle. © The Author(s) 2022. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Computers; Concept Formation; Ecosystem; Humans; Information Systems; Software; computer; concept formation; ecosystem; human; information system; software","NLM (Medline)","Review","Final","Scopus","2-s2.0-85146484272"
