"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","Index Keywords","Publisher","Document Type","Publication Stage","Source","EID"
"Neal D.; Engelsma T.; Tan J.; Craven M.P.; Marcilly R.; Peute L.; Dening T.; Jaspers M.; Dröes R.-M.","Neal, David (57220086122); Engelsma, Thomas (57217253333); Tan, Josephine (57423980700); Craven, Michael P (56768273300); Marcilly, Romaric (35332305900); Peute, Linda (15840793300); Dening, Tom (57223642646); Jaspers, Monique (7005754901); Dröes, Rose-Marie (6602721437)","57220086122; 57217253333; 57423980700; 56768273300; 35332305900; 15840793300; 57223642646; 7005754901; 6602721437","Limitations of the new ISO standard for health and wellness apps","2022","The Lancet Digital Health","3","10.1016/S2589-7500(21)00273-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123361056&doi=10.1016%2fS2589-7500%2821%2900273-9&partnerID=40&md5=c20407e374074abbf8ddd382aace04e2","[No abstract available]","Consumer Product Safety; Health Promotion; Healthy Lifestyle; Humans; Mobile Applications; body weight loss; caloric intake; clinical practice; clinical research; cognitive defect; comorbidity; cultural factor; diet; digital technology; Food and Drug Administration; health; health care access; health care disparity; health care personnel; health care policy; human; International Organization for Standardization; language; mental health; non insulin dependent diabetes mellitus; Note; quality control; self concept; sex difference; sexuality; software; standardization; stigma; United States; validity; wellbeing; health promotion; healthy lifestyle; mobile application; procedures; product safety","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85123361056"
"The Lancet Digital Health Editors","The Lancet Digital Health Editors (57463799100)","57463799100","Thank you to The Lancet Digital Health's clinical and statistical peer reviewers in 2021","2022","The Lancet Digital Health","0","10.1016/S2589-7500(22)00016-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125117844&doi=10.1016%2fS2589-7500%2822%2900016-4&partnerID=40&md5=08fe47d0a46e91092c5abe4b3c6c981a","[No abstract available]","","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85125117844"
"Vyas D.A.; James A.; Kormos W.; Essien U.R.","Vyas, Darshali A (57208545413); James, Aisha (57193451063); Kormos, William (55326009000); Essien, Utibe R (55876589300)","57208545413; 57193451063; 55326009000; 55876589300","Revising the atherosclerotic cardiovascular disease calculator without race","2022","The Lancet Digital Health","7","10.1016/S2589-7500(21)00258-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121702863&doi=10.1016%2fS2589-7500%2821%2900258-2&partnerID=40&md5=95195e2ecd33fa9c6f3f23329bda2a41","[No abstract available]","Cardiovascular Diseases; Humans; Risk Assessment; Risk Factors; Black person; cardiovascular risk; Caucasian; classification algorithm; classifier; clinical classification; coronary artery atherosclerosis; economic inequality; estimated glomerular filtration rate; ethnic group; human; Note; outcome assessment; race; race difference; racial disparity; social determinants of health; social isolation; cardiovascular disease; risk assessment; risk factor","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85121702863"
"Terashima M.; Irino T.","Terashima, Masanori (7102829215); Irino, Tomoyuki (57216307360)","7102829215; 57216307360","Predicting peritoneal recurrence by artificial intelligence","2022","The Lancet Digital Health","1","10.1016/S2589-7500(22)00065-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128513145&doi=10.1016%2fS2589-7500%2822%2900065-6&partnerID=40&md5=94d2ecb2cef63b5528dd0ad11cadb329","[No abstract available]","Artificial Intelligence; Humans; Peritoneal Neoplasms; antineoplastic agent; platelet endothelial cell adhesion molecule 1; adjuvant therapy; area under the curve; artificial intelligence; cancer prognosis; cancer recurrence; cancer staging; computer assisted tomography; cytoreductive surgery; disease association; disease free survival; disease marker; drug efficacy; gender; histopathology; human; hyperthermic intraperitoneal chemotherapy; image analysis; intermethod comparison; methodology; Note; overall survival; peritoneum metastasis; prediction; predictive value; preoperative evaluation; quality control; receiver operating characteristic; stomach cancer; supervised machine learning; systematic error; technology; peritoneum tumor","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85128513145"
"Kariyawasam D.; Morin C.; Casteels K.; Le Tallec C.; Sfez A.; Godot C.; Huneker E.; Garrec N.; Benhamou P.-Y.; Polak M.; Charpentier G.; Franc S.; Beltrand J.","Kariyawasam, Dulanjalee (42461652000); Morin, Carole (7202218269); Casteels, Kristina (7004524456); Le Tallec, Claire (22835181000); Sfez, Annie (6505719358); Godot, Cécile (55346567200); Huneker, Erik (57195274830); Garrec, Nathalie (57221794257); Benhamou, Pierre-Yves (7006618685); Polak, Michel (7202563576); Charpentier, Guillaume (57203056869); Franc, Sylvia (6701863749); Beltrand, Jacques (13103331800)","42461652000; 7202218269; 7004524456; 22835181000; 6505719358; 55346567200; 57195274830; 57221794257; 7006618685; 7202563576; 57203056869; 6701863749; 13103331800","Hybrid closed-loop insulin delivery versus sensor-augmented pump therapy in children aged 6–12 years: a randomised, controlled, cross-over, non-inferiority trial","2022","The Lancet Digital Health","9","10.1016/S2589-7500(21)00271-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125119506&doi=10.1016%2fS2589-7500%2821%2900271-5&partnerID=40&md5=4932130d911547b1774f63f5186b045b","Background: Time in range (TIR) goals are rarely met in children with type 1 diabetes, except at the cost of increased hypoglycaemia episodes. Our objective was to evaluate the safety and efficiency of the Diabeloop DBL4K (Diabeloop, Grenoble, France) hybrid closed-loop system in prepubescent children. Methods: We did a multicentre, open-label, randomised, controlled, non-inferiority, two-session crossover study in the paediatric endocrinology departments of three university hospitals in France and Belgium. Eligible participants were aged 6–12 years with type 1 diabetes for at least 1 year, glycated haemoglobin A1C 9% (75 mmol/mol) or less, and insulin pump treatment for at least 3 months. Participants were randomly assigned (1:1) to a closed-loop device or sensor-augmented pump (open loop) therapy. Randomisation was by a permuted block randomisation scheme, using an interactive web-based response system, and was stratified on centre (block size 6). The assessed closed-loop device, the Diabeloop for Kids DBL4K hybrid closed-loop system, is an automated blood glucose regulation system composed of a handset, insulin pump, and continuous glucose monitor. The open-loop system is defined as a sensor-augmented pump therapy composed of the usual insulin pump used by the patient and a continuous glucose monitor. A 72-h in-patient period was followed by a 6-week home phase. After a 1-week washout period, the participants crossed over to the other device. The primary outcome, assessed in the intention-to-treat population, was the mean proportion of time spent in hypoglycaemia (3·9 mmol/L [<70 mg/dL]) during the hospital phase, with a non-inferiority margin of –2·5% (absolute value). Safety was assessed in the intention-to-treat population on a per-protocol basis. This study was registered with ClinicalTrials.gov, NCT03671915. Findings: Between May 6 and Dec 23, 2019, we included 21 participants (closed loop then open loop, n=10; open loop then closed loop, n=11). The proportion of time spent in hypoglycaemia was significantly lower with the closed-loop system than the open-loop system in both groups (2·04% [95% CI 0·44 to 3·64] vs 7·06% [5·46 to 8·66]; non-inferiority one-sided p<0·0001). No severe ketoacidosis, nor severe hyoglycaemic events or fatal adverse events occurred. All 25 adverse events (18 with the closed-loop system, seven with the open-loop system) were related to the treatment. Interpretation: The closed-loop Diabeloop system decreased hypoglycaemic episodes and provided good metabolic control in prepubescent children with type 1 diabetes, under real-life conditions. This finding supports the safe use of closed-loop technology in this paediatric population. Funding: Diabeloop. Translation: For the French translation of the abstract see Supplementary Materials section. © 2022 The Author(s). Published by Elsevier Ltd. This is an Open Access article under the CC BY-NC-ND 4.0 license","Blood Glucose; Child; Cross-Over Studies; Diabetes Mellitus, Type 1; Humans; Hypoglycemia; Hypoglycemic Agents; Insulin; Insulin Infusion Systems; hemoglobin A1c; insulin; antidiabetic agent; insulin; Article; automation; child; clinical article; comparative effectiveness; controlled study; crossover procedure; drug delivery system; female; human; hypoglycemia; insulin dependent diabetes mellitus; insulin treatment; male; multicenter study; patient safety; prospective study; randomized controlled trial; clinical trial; glucose blood level; hypoglycemia; insulin dependent diabetes mellitus; insulin infusion; metabolism","Elsevier Ltd","Article","Final","Scopus","2-s2.0-85125119506"
"Samarasekera U.","Samarasekera, Udani (57547839300)","57547839300","Cyber risks to Ukrainian and other health systems","2022","The Lancet Digital Health","0","10.1016/S2589-7500(22)00064-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128575301&doi=10.1016%2fS2589-7500%2822%2900064-4&partnerID=40&md5=3ed85db9aa59d832911b8d98f10a4e03","[No abstract available]","Computer Security; cyberattack; digital identity; electronic health record; electronic prescribing; health care; human; leadership; Note; patient safety; training; vaccination; computer security","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85128575301"
"Lin A.; Manral N.; McElhinney P.; Killekar A.; Matsumoto H.; Kwiecinski J.; Pieszko K.; Razipour A.; Grodecki K.; Park C.; Otaki Y.; Doris M.; Kwan A.C.; Han D.; Kuronuma K.; Flores Tomasino G.; Tzolos E.; Shanbhag A.; Goeller M.; Marwan M.; Gransar H.; Tamarappoo B.K.; Cadet S.; Achenbach S.; Nicholls S.J.; Wong D.T.; Berman D.S.; Dweck M.; Newby D.E.; Williams M.C.; Slomka P.J.; Dey D.","Lin, Andrew (57207577355); Manral, Nipun (57231687900); McElhinney, Priscilla (57214932235); Killekar, Aditya (57220594268); Matsumoto, Hidenari (36805156200); Kwiecinski, Jacek (53865257300); Pieszko, Konrad (57196121009); Razipour, Aryabod (55570836100); Grodecki, Kajetan (57189327666); Park, Caroline (57231454100); Otaki, Yuka (43361672400); Doris, Mhairi (56344271200); Kwan, Alan C (55618998300); Han, Donghee (56814090300); Kuronuma, Keiichiro (57132788500); Flores Tomasino, Guadalupe (57551556900); Tzolos, Evangelos (35206576000); Shanbhag, Aakash (57232610000); Goeller, Markus (57197834779); Marwan, Mohamed (6601980795); Gransar, Heidi (8527308300); Tamarappoo, Balaji K (6602298429); Cadet, Sebastien (57200178722); Achenbach, Stephan (7005749805); Nicholls, Stephen J (7007131964); Wong, Dennis T (35575508000); Berman, Daniel S (35376162800); Dweck, Marc (12783691400); Newby, David E (7006580760); Williams, Michelle C (58084596300); Slomka, Piotr J (7003438436); Dey, Damini (7101867655)","57207577355; 57231687900; 57214932235; 57220594268; 36805156200; 53865257300; 57196121009; 55570836100; 57189327666; 57231454100; 43361672400; 56344271200; 55618998300; 56814090300; 57132788500; 57551556900; 35206576000; 57232610000; 57197834779; 6601980795; 8527308300; 6602298429; 57200178722; 7005749805; 7007131964; 35575508000; 35376162800; 12783691400; 7006580760; 58084596300; 7003438436; 7101867655","Deep learning-enabled coronary CT angiography for plaque and stenosis quantification and cardiac risk prediction: an international multicentre study","2022","The Lancet Digital Health","28","10.1016/S2589-7500(22)00022-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127061888&doi=10.1016%2fS2589-7500%2822%2900022-X&partnerID=40&md5=1fcb6b86e2ac2699b1e06f5cb6585713","Background: Atherosclerotic plaque quantification from coronary CT angiography (CCTA) enables accurate assessment of coronary artery disease burden and prognosis. We sought to develop and validate a deep learning system for CCTA-derived measures of plaque volume and stenosis severity. Methods: This international, multicentre study included nine cohorts of patients undergoing CCTA at 11 sites, who were assigned into training and test sets. Data were retrospectively collected on patients with a wide range of clinical presentations of coronary artery disease who underwent CCTA between Nov 18, 2010, and Jan 25, 2019. A novel deep learning convolutional neural network was trained to segment coronary plaque in 921 patients (5045 lesions). The deep learning network was then applied to an independent test set, which included an external validation cohort of 175 patients (1081 lesions) and 50 patients (84 lesions) assessed by intravascular ultrasound within 1 month of CCTA. We evaluated the prognostic value of deep learning-based plaque measurements for fatal or non-fatal myocardial infarction (our primary outcome) in 1611 patients from the prospective SCOT-HEART trial, assessed as dichotomous variables using multivariable Cox regression analysis, with adjustment for the ASSIGN clinical risk score. Findings: In the overall test set, there was excellent or good agreement, respectively, between deep learning and expert reader measurements of total plaque volume (intraclass correlation coefficient [ICC] 0·964) and percent diameter stenosis (ICC 0·879; both p<0·0001). When compared with intravascular ultrasound, there was excellent agreement for deep learning total plaque volume (ICC 0·949) and minimal luminal area (ICC 0·904). The mean per-patient deep learning plaque analysis time was 5·65 s (SD 1·87) versus 25·66 min (6·79) taken by experts. Over a median follow-up of 4·7 years (IQR 4·0–5·7), myocardial infarction occurred in 41 (2·5%) of 1611 patients from the SCOT-HEART trial. A deep learning-based total plaque volume of 238·5 mm3 or higher was associated with an increased risk of myocardial infarction (hazard ratio [HR] 5·36, 95% CI 1·70–16·86; p=0·0042) after adjustment for the presence of deep learning-based obstructive stenosis (HR 2·49, 1·07–5·50; p=0·0089) and the ASSIGN clinical risk score (HR 1·01, 0·99–1·04; p=0·35). Interpretation: Our novel, externally validated deep learning system provides rapid measurements of plaque volume and stenosis severity from CCTA that agree closely with expert readers and intravascular ultrasound, and could have prognostic value for future myocardial infarction. Funding: National Heart, Lung, and Blood Institute and the Miriam & Sheldon G Adelson Medical Research Foundation. © 2022 The Author(s). Published by Elsevier Ltd. This is an Open Access article under the CC BY-NC-ND 4.0 license","Computed Tomography Angiography; Constriction, Pathologic; Deep Learning; Humans; Plaque, Atherosclerotic; Prospective Studies; Retrospective Studies; Article; atherosclerotic plaque; cardiovascular risk; clinical decision making; cohort analysis; computed tomographic angiography; convolutional neural network; coronary artery disease; deep learning; disease severity; follow up; heart infarction; human; intravascular ultrasound; major clinical study; national health organization; prediction; prognosis; stenosis; validation process; atherosclerotic plaque; clinical trial; complication; computed tomographic angiography; diagnostic imaging; multicenter study; prospective study; retrospective study; stenosis, occlusion and obstruction","Elsevier Ltd","Article","Final","Scopus","2-s2.0-85127061888"
"Benchoufi M.; Ravaud P.; Tarlet J.","Benchoufi, Mehdi (55247294500); Ravaud, Philippe (57533882600); Tarlet, Jordan (57347759100)","55247294500; 57533882600; 57347759100","Blockchain for increased trust in observational studies","2021","The Lancet Digital Health","1","10.1016/S2589-7500(21)00251-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119526547&doi=10.1016%2fS2589-7500%2821%2900251-X&partnerID=40&md5=13dbf6e43e1ac4417693108915f8068d","[No abstract available]","Blockchain; Humans; Observational Studies as Topic; Reproducibility of Results; Trust; hydroxychloroquine; blockchain; coronavirus disease 2019; Letter; pandemic; trust; human; observational study; reproducibility; trust","Elsevier Ltd","Letter","Final","Scopus","2-s2.0-85119526547"
"Murray M.L.; Love S.B.; Carpenter J.R.; Hartley S.; Landray M.J.; Mafham M.; Parmar M.K.B.; Pinches H.; Sydes M.R.","Murray, Macey L (57205200217); Love, Sharon B (7202390729); Carpenter, James R (7402041012); Hartley, Suzanne (57816043200); Landray, Martin J (57203997988); Mafham, Marion (16686731300); Parmar, Mahesh K B (7102310808); Pinches, Heather (57221943800); Sydes, Matthew R (57194811290)","57205200217; 7202390729; 7402041012; 57816043200; 57203997988; 16686731300; 7102310808; 57221943800; 57194811290","Data provenance and integrity of health-care systems data for clinical trials","2022","The Lancet Digital Health","2","10.1016/S2589-7500(22)00122-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134743472&doi=10.1016%2fS2589-7500%2822%2900122-4&partnerID=40&md5=aa8881eebb4dcaec5ba793535063c169","[No abstract available]","Delivery of Health Care; Metadata; data integrity; documentation; health care access; health care system; health data; human; Note; health care delivery; metadata","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85134743472"
"Arthurs C.; Roufosse C.","Arthurs, Callum (57367673000); Roufosse, Candice (36963474900)","57367673000; 36963474900","Forging the tools for a computer-aided workflow in transplant pathology","2022","The Lancet Digital Health","1","10.1016/S2589-7500(21)00254-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120894582&doi=10.1016%2fS2589-7500%2821%2900254-5&partnerID=40&md5=8f74554b72ce8b8a28840cfc7af3b723","[No abstract available]","Computer-Aided Design; Computers; Workflow; causal attribution; computer assisted diagnosis; decision making; electron microscopy; human; image segmentation; immunohistochemistry; kidney allograft; kidney graft rejection; Note; serology; computer; computer aided design; workflow","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85120894582"
"Tromp J.; Seekings P.J.; Hung C.-L.; Iversen M.B.; Frost M.J.; Ouwerkerk W.; Jiang Z.; Eisenhaber F.; Goh R.S.M.; Zhao H.; Huang W.; Ling L.-H.; Sim D.; Cozzone P.; Richards A.M.; Lee H.K.; Solomon S.D.; Lam C.S.P.; Ezekowitz J.A.","Tromp, Jasper (56217915300); Seekings, Paul J (57382078500); Hung, Chung-Lieh (57204961350); Iversen, Mathias Bøtcher (57382078600); Frost, Matthew James (57382257000); Ouwerkerk, Wouter (51663729100); Jiang, Zhubo (57381196500); Eisenhaber, Frank (7004525710); Goh, Rick S M (35388108200); Zhao, Heng (57381369400); Huang, Weimin (7407904780); Ling, Lieng-Hsi (53879935100); Sim, David (55510192000); Cozzone, Patrick (7102931074); Richards, A Mark (7402299599); Lee, Hwee Kuan (12544939000); Solomon, Scott D (7401460954); Lam, Carolyn S P (19934204100); Ezekowitz, Justin A (6603147912)","56217915300; 57382078500; 57204961350; 57382078600; 57382257000; 51663729100; 57381196500; 7004525710; 35388108200; 57381369400; 7407904780; 53879935100; 55510192000; 7102931074; 7402299599; 12544939000; 7401460954; 19934204100; 6603147912","Automated interpretation of systolic and diastolic function on the echocardiogram: a multicohort study","2022","The Lancet Digital Health","24","10.1016/S2589-7500(21)00235-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121510603&doi=10.1016%2fS2589-7500%2821%2900235-1&partnerID=40&md5=88c04d4d1735d1e206ed80adab198b3c","Background: Echocardiography is the diagnostic modality for assessing cardiac systolic and diastolic function to diagnose and manage heart failure. However, manual interpretation of echocardiograms can be time consuming and subject to human error. Therefore, we developed a fully automated deep learning workflow to classify, segment, and annotate two-dimensional (2D) videos and Doppler modalities in echocardiograms. Methods: We developed the workflow using a training dataset of 1145 echocardiograms and an internal test set of 406 echocardiograms from the prospective heart failure research platform (Asian Network for Translational Research and Cardiovascular Trials; ATTRaCT) in Asia, with previous manual tracings by expert sonographers. We validated the workflow against manual measurements in a curated dataset from Canada (Alberta Heart Failure Etiology and Analysis Research Team; HEART; n=1029 echocardiograms), a real-world dataset from Taiwan (n=31 241), the US-based EchoNet-Dynamic dataset (n=10 030), and in an independent prospective assessment of the Asian (ATTRaCT) and Canadian (Alberta HEART) datasets (n=142) with repeated independent measurements by two expert sonographers. Findings: In the ATTRaCT test set, the automated workflow classified 2D videos and Doppler modalities with accuracies (number of correct predictions divided by the total number of predictions) ranging from 0·91 to 0·99. Segmentations of the left ventricle and left atrium were accurate, with a mean Dice similarity coefficient greater than 93% for all. In the external datasets (n=1029 to 10 030 echocardiograms used as input), automated measurements showed good agreement with locally measured values, with a mean absolute error range of 9–25 mL for left ventricular volumes, 6–10% for left ventricular ejection fraction (LVEF), and 1·8–2·2 for the ratio of the mitral inflow E wave to the tissue Doppler e' wave (E/e' ratio); and reliably classified systolic dysfunction (LVEF <40%, area under the receiver operating characteristic curve [AUC] range 0·90–0·92) and diastolic dysfunction (E/e' ratio ≥13, AUC range 0·91–0·91), with narrow 95% CIs for AUC values. Independent prospective evaluation confirmed less variance of automated compared with human expert measurements, with all individual equivalence coefficients being less than 0 for all measurements. Interpretation: Deep learning algorithms can automatically annotate 2D videos and Doppler modalities with similar accuracy to manual measurements by expert sonographers. Use of an automated workflow might accelerate access, improve quality, and reduce costs in diagnosing and managing heart failure globally. Funding: A*STAR Biomedical Research Council and A*STAR Exploit Technologies. © 2022 The Author(s). Published by Elsevier Ltd. This is an Open Access article under the CC BY-NC-ND 4.0 license","Cardiovascular Diseases; Cohort Studies; Deep Learning; Echocardiography; Heart; Humans; Image Interpretation, Computer-Assisted; adult; Article; controlled study; deep learning; diagnostic accuracy; diagnostic test accuracy study; diastolic dysfunction; echocardiography; female; heart failure; heart left atrium; heart left ventricle; heart left ventricle ejection fraction; human; image segmentation; major clinical study; male; receiver operating characteristic; sonographer; two-dimensional imaging; cardiovascular disease; cohort analysis; computer assisted diagnosis; diagnostic imaging; echocardiography; heart; procedures","Elsevier Ltd","Article","Final","Scopus","2-s2.0-85121510603"
"Gilbert A.; Ghuysen A.","Gilbert, Allison (57192194582); Ghuysen, Alexandre (6701920006)","57192194582; 6701920006","Triage in the time of COVID-19","2022","The Lancet Digital Health","2","10.1016/S2589-7500(22)00001-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126664530&doi=10.1016%2fS2589-7500%2822%2900001-2&partnerID=40&md5=a8118f530e1496474fa9f7419b8cacc0","[No abstract available]","COVID-19; Humans; SARS-CoV-2; Triage; artificial intelligence; clinical effectiveness; coronavirus disease 2019; delayed diagnosis; disease duration; emergency health service; emergency ward; health care personnel; human; Note; polymerase chain reaction; process development; screening; time factor; vaccination; validation process; validity","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85126664530"
"Riddick T.A.; Choo E.K.","Riddick, Tyne A (57704862000); Choo, Esther K (35113025800)","57704862000; 35113025800","Natural language processing to identify substance misuse in the electronic health record","2022","The Lancet Digital Health","0","10.1016/S2589-7500(22)00096-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130544766&doi=10.1016%2fS2589-7500%2822%2900096-6&partnerID=40&md5=700708c4c78ef7a6994020df31cfb5e6","[No abstract available]","Electronic Health Records; Humans; Natural Language Processing; Substance-Related Disorders; African American; alcoholism; Alzheimer disease; Caucasian; clinical assessment; convolutional neural network; diagnostic error; drug dependence; electronic health record; health care personnel; health care quality; health care system; hospital care; hospitalization; human; language disability; language processing; medical documentation; medical history; motivation; Note; opiate addiction; patient advocacy; patient attitude; perception; predictive value; racial disparity; risk factor; screening test; supervised machine learning; Unified Medical Language System; vulnerable population; drug dependence; electronic health record; natural language processing","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85130544766"
"The Lancet Digital Health","The Lancet Digital Health (57210291141)","57210291141","Crowdsourced predictions for emerging infectious diseases","2022","The Lancet Digital Health","0","10.1016/S2589-7500(22)00131-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134819792&doi=10.1016%2fS2589-7500%2822%2900131-5&partnerID=40&md5=0390dc1adce5f819ddaf40b2c3a8662e","[No abstract available]","Communicable Diseases, Emerging; Crowdsourcing; Humans; asymptomatic disease; clinical feature; communicable disease; coronavirus disease 2019; crowdsourcing; data accuracy; disease surveillance; disease transmission; Editorial; epidemic; forecasting; geographic distribution; human; incubation time; infection control; infection rate; information dissemination; internet access; medical information; mobile application; monkeypox; mortality rate; pandemic; prediction; private sector; public health problem; World Health Organization; communicable disease","Elsevier Ltd","Editorial","Final","Scopus","2-s2.0-85134819792"
"Unsworth H.; Wolfram V.; Dillon B.; Salmon M.; Greaves F.; Liu X.; MacDonald T.; Denniston A.K.; Sounderajah V.; Ashrafian H.; Darzi A.; Ashurst C.; Holmes C.; Weller A.","Unsworth, Harriet (57224927139); Wolfram, Verena (57503768400); Dillon, Bernice (57194219535); Salmon, Mark (57224929619); Greaves, Felix (57211346256); Liu, Xiaoxuan (57200397709); MacDonald, Trystan (57189249038); Denniston, Alastair K (54880010400); Sounderajah, Viknesh (56554174700); Ashrafian, Hutan (57197609986); Darzi, Ara (57365570800); Ashurst, Carolyn (57222051184); Holmes, Chris (7202410721); Weller, Adrian (35793051700)","57224927139; 57503768400; 57194219535; 57224929619; 57211346256; 57200397709; 57189249038; 54880010400; 56554174700; 57197609986; 57365570800; 57222051184; 7202410721; 35793051700","Building an evidence standards framework for artificial intelligence-enabled digital health technologies","2022","The Lancet Digital Health","5","10.1016/S2589-7500(22)00030-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126869831&doi=10.1016%2fS2589-7500%2822%2900030-9&partnerID=40&md5=879b46ad858f0c67e5c57469564e001a","[No abstract available]","Artificial Intelligence; Biomedical Technology; Digital Technology; algorithm; artificial intelligence; biomedical technology assessment; classification; clinical effectiveness; decision making; digital health technology; evidence standards framework; health care; human; Note; practice guideline; stakeholder engagement; standard; technology; medical technology","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85126869831"
"Zhang J.; Whebell S.; Gallifant J.; Budhdeo S.; Mattie H.; Lertvittayakumjorn P.; del Pilar Arias Lopez M.; Tiangco B.J.; Gichoya J.W.; Ashrafian H.; Celi L.A.; Teo J.T.","Zhang, Joe (57213161619); Whebell, Stephen (57218329730); Gallifant, Jack (57224973690); Budhdeo, Sanjay (36015055300); Mattie, Heather (57202585628); Lertvittayakumjorn, Piyawat (57189246466); del Pilar Arias Lopez, Maria (57219091452); Tiangco, Beatrice J (6504131372); Gichoya, Judy W (55805424500); Ashrafian, Hutan (57197609986); Celi, Leo A (16033282700); Teo, James T (11940769800)","57213161619; 57218329730; 57224973690; 36015055300; 57202585628; 57189246466; 57219091452; 6504131372; 55805424500; 57197609986; 16033282700; 11940769800","An interactive dashboard to track themes, development maturity, and global equity in clinical artificial intelligence research","2022","The Lancet Digital Health","7","10.1016/S2589-7500(22)00032-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127266571&doi=10.1016%2fS2589-7500%2822%2900032-2&partnerID=40&md5=273b0f573bb334547ede6fc4d4e724f4","[No abstract available]","Artificial Intelligence; accuracy; algorithm; artificial intelligence; health equity; human; natural language processing; Note; prediction; publication; radiomics","Elsevier Ltd","Note","Final","Scopus","2-s2.0-85127266571"
